Idade,Gênero,Cor/Raça,Horas com trabalho doméstico e cuidado,PCD,Estado onde mora,Região onde mora,Roubos de veículo,Roubos de carro,Roubos de moto,Roubos de bicicleta,Roubos fora do domicílio,Total de roubos,Nivel de segurança,Nível de ensino,Área de formação,Situação atual de trabalho,Cargo atual,Nível,Faixa salarial,Tempo de experiência,Forma de trabalho atual,Decisão da empresa para modelo 100% presencial,Forma de trabalho ideal
28,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
38,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Mestrado,Outra opção,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo híbrido
31,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
28,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 6 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
22,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,Modelo híbrido,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
31,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
31,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
24,Feminino,Parda,17.4,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
35,Feminino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Doutorado ou Phd,Química / Física,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% remoto,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
30,Masculino,Parda,17.4,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,107.0,Baixo,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
29,Masculino,Prefiro não informar,17.0,Não,Amazonas (AM),Norte,24.0,8.0,16.0,11.0,190.0,238.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
29,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
34,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Outra opção,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 2.001/mês a R$ 3.000/mês,Menos de 1 ano,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo 100% presencial
36,Masculino,Parda,17.4,Não,Ceará (CE),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 7 a 10 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
27,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo 100% remoto,Modelo híbrido
28,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,Acima de R$ 40.001/mês,de 4 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empreendedor ou Empregado (CNPJ),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
30,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
25,Masculino,Parda,17.4,Não,Pernambuco (PE),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
26,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
27,Feminino,Branca,16.5,Não,Ceará (CE),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Doutorado ou Phd,Ciências Sociais,Vivo no Brasil e trabalho remoto para empresa de fora do Brasil,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 7 a 10 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo híbrido
33,Masculino,Branca,16.5,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
26,Masculino,Branca,16.5,Não,Bahia (BA),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
33,Masculino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Ciências Sociais,Empregado (CLT),Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo 100% remoto,Modelo híbrido
53,Feminino,Branca,16.5,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Ciências Biológicas/ Farmácia/ Medicina/ Área da Saúde,Empreendedor ou Empregado (CNPJ),Cientista de Dados/Data Scientist,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
31,Feminino,Branca,16.5,Não,Rio Grande do Sul (RS),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Mestrado,Ciências Sociais,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 6 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
32,Masculino,Amarela,17.0,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Mestrado,Outras Engenharias,Empregado (CLT),Analytics Engineer,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 3 a 4 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
24,Masculino,Branca,16.5,Não,Pernambuco (PE),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 3 a 4 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo híbrido
26,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
35,Masculino,Preta,17.1,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
37,Feminino,Branca,16.5,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,107.0,Baixo,Pós-graduação,Outra opção,Estagiário,Analista de Dados/Data Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
36,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Outra opção,Servidor Público,Outra Opção,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
40,Masculino,Parda,17.4,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 7 a 10 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
23,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
26,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
25,Masculino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 3 a 4 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
27,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
35,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Outra Opção,Sênior,de R$ 4.001/mês a R$ 6.000/mês,Não tenho experiência na área de dados,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
40,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 5 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
32,Feminino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 6 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
31,Masculino,Preta,17.1,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Suporte/Analista Técnico,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 7 a 10 anos,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
21,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Estagiário,Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
34,Masculino,Parda,17.4,Não,Minas Gerais (MG),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Outras Engenharias,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
26,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Estudante de Graduação,Outras Engenharias,Empreendedor ou Empregado (CNPJ),Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
27,Masculino,Amarela,17.0,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 6 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
29,Masculino,Branca,16.5,Não,Rio de Janeiro (RJ),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empreendedor ou Empregado (CNPJ),Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
29,Masculino,Branca,16.5,Não,Pará (PA),Norte,24.0,8.0,16.0,11.0,190.0,238.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 3 a 4 anos,Modelo 100% presencial,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
23,Feminino,Branca,16.5,Não,Paraná (PR),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
31,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Mestrado,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Cientista de Dados/Data Scientist,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 4 a 6 anos,Modelo híbrido,Vou aceitar e retornar ao modelo 100% presencial,Modelo híbrido
44,Feminino,Branca,16.5,Não,Distrito Federal (DF),Centro-oeste,12.0,10.0,3.0,3.0,82.0,107.0,Baixo,Mestrado,Estatística/ Matemática / Matemática Computacional/ Ciências Atuariais,Empregado (CLT),Estatístico,Pleno,de R$ 16.001/mês a R$ 20.000/mês,Mais de 10 anos,Modelo 100% presencial,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
34,Feminino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Engenheiro de Dados/Arquiteto de Dados/Data Engineer/Data Architect,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 3 a 4 anos,Modelo 100% remoto,Vou aceitar e retornar ao modelo 100% presencial,Modelo 100% remoto
36,Feminino,Parda,17.4,Não,Santa Catarina (SC),Sul,12.0,8.0,4.0,2.0,74.0,98.0,Baixo,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Dados/Data Analyst,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo 100% remoto,Modelo 100% remoto
27,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Outras Engenharias,Empregado (CLT),Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
28,Masculino,Branca,16.5,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Pós-graduação,Economia/ Administração / Contabilidade / Finanças/ Negócios,Empregado (CLT),Analista de Negócios/Business Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 1 a 2 anos,Modelo 100% remoto,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo 100% remoto
28,Masculino,Parda,17.4,Não,Paraíba (PB),Nordeste,81.0,23.0,57.0,17.0,487.0,648.0,Moderado,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Servidor Público,Analytics Engineer,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,Modelo 100% presencial,Vou aceitar e retornar ao modelo 100% presencial,Modelo 100% remoto
28,Masculino,Parda,17.4,Não,São Paulo (SP),Sudeste,92.0,67.0,25.0,23.0,565.0,749.0,Moderado,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Analista de Negócios/Business Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 5 a 6 anos,Modelo híbrido,Vou procurar outra oportunidade no modelo híbrido ou remoto,Modelo híbrido
